Location Code,Region Code,Bldg Address1,Bldg Address2,Bldg City,Bldg County,Bldg State,Bldg Zip,Congressional District,Bldg Status,Property Type,Bldg ANSI Usable,Total Parking Spaces,Owned/Leased,Construction Date,Historical Type,Historical Status,ABA Accessibility Flag 
NY7354,"2","25 SOUTH ST"," ","MIDDLETOWN","ORANGE",NY,109405811,18,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7357,"2","300 SOUTH STATE STREET"," ","SYRACUSE","ONONDAGA",NY,132022024,24,ACTIVE,BUILDING,34644,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7358,"2","60 JEFFERSON ST"," ","MONTICELLO","SULLIVAN",NY,127011122,19,ACTIVE,BUILDING,5048,13,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7359,"2","1510 HYLAN BOULEVARD"," ","NEW YORK-RICHMOND","RICHMOND",NY,103051938,11,ACTIVE,BUILDING,9159,22,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NY7360,"2","19 E SCHUYLER ST"," ","OSWEGO","OSWEGO",NY,131261161,24,ACTIVE,BUILDING,7846,45,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7361,"2","186 EXCHANGE ST","186 EXCHANGE STREET","BUFFALO","ERIE",NY,142042085,26,ACTIVE,BUILDING,33065,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7362,"2","600 COLVIN WOODS PKY"," ","TONAWANDA","ERIE",NY,141506979,26,ACTIVE,BUILDING,15118,26,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7363,"2","32 OLD SLIP"," ","NEW YORK-MANHATTAN","NEW YORK",NY,100053500,10,ACTIVE,BUILDING,86920,26,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7367,"2","201 LANG BLVD"," ","GRAND ISLAND","ERIE",NY,140721610,26,ACTIVE,BUILDING,27000,18,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7368,"2","375 BAY ROAD"," ","QUEENSBURY","WARREN",NY,128043012,21,ACTIVE,BUILDING,4008,20,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7370,"2","111 EIGHTH AVENUE"," ","NEW YORK-MANHATTAN","NEW YORK",NY,100115201,10,ACTIVE,BUILDING,31958,66,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7372,"2","171 PATTONWOOD DR"," ","ROCHESTER","MONROE",NY,146171417,25,ACTIVE,BUILDING,3926,17,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7374,"2","41-61 KISSENA BLVD"," ","NEW YORK-QUEENS","QUEENS",NY,113553105,6,ACTIVE,BUILDING,14915,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7375,"2","233 BROADWAY","233 BROADWAY","NEW YORK-MANHATTAN","NEW YORK",NY,102790001,10,ACTIVE,BUILDING,75808,0,LEASED,0,Field Not In Use,National Historic Landmark,Yes
NY7377,"2","598 MAIN STREET"," ","BUFFALO","ERIE",NY,142021906,26,ACTIVE,BUILDING,7327,23,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7378,"2","726 EXCHANGE ST","726 EXCHANGE STREET","BUFFALO","ERIE",NY,142101484,26,ACTIVE,BUILDING,49724,37,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7381,"2","345 EAST 102 STRRET"," ","NEW YORK-MANHATTAN","NEW YORK",NY,100295611,13,ACTIVE,BUILDING,9052,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7382,"2","77 BROADWAY","N/A","BUFFALO","ERIE",NY,142031642,26,ACTIVE,BUILDING,1501,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7383,"2","156 BELLEW AVENUE EXTENSION SOUTH"," ","WATERTOWN","JEFFERSON",NY,136012309,21,ACTIVE,BUILDING,9600,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7384,"2","25 MCCARTHY DRIVE"," ","PLATTSBURGH","CLINTON",NY,129016203,21,ACTIVE,BUILDING,950,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7386,"2","200 ADMINISTRATION BUILDING RD"," ","MASSENA","ST LAWRENCE",NY,136623251,21,ACTIVE,BUILDING,280,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7387,"2","480 BEDFORD ROAD"," ","CHAPPAQUA","WESTCHESTER",NY,105141702,17,ACTIVE,BUILDING,4440,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7389,"2","45-17 MARATHON PARKWAY"," ","NEW YORK-QUEENS","QUEENS",NY,113621253,3,ACTIVE,BUILDING,2300,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7391,"2","1111 MYRTLE AVE"," ","NEW YORK-KINGS","KINGS",NY,112065907,7,ACTIVE,BUILDING,14425,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7392,"2","6000 NORTH BAILEY AVENUE"," ","AMHERST","ERIE",NY,142265102,26,ACTIVE,BUILDING,1971,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7393,"2","1 BATTERY PARK PLAZA"," ","NEW YORK-MANHATTAN","NEW YORK",NY,100041405,10,ACTIVE,BUILDING,7620,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7394,"2","1 COMPUTER DR S","1 COMPUTER DRIVE SOUTH","ALBANY","ALBANY",NY,122051608,20,ACTIVE,BUILDING,1344,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7395,"2","32-47 LACONIA AENUE"," ","NEW YORK-BRONX","BRONX",NY,104691442,14,ACTIVE,BUILDING,14084,25,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7396,"2","355 MAIN STREET"," ","POUGHKEEPSIE","DUTCHESS",NY,126013315,18,ACTIVE,BUILDING,14175,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7398,"2","516-520 WEST 20TH STREET","516-520 WEST 20TH STREET","NEW YORK-MANHATTAN","NEW YORK",NY,100112820,10,ACTIVE,BUILDING,54828,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7402,"2","2 METROTECH CENTER","2 METROTECH CENTER","NEW YORK-KINGS","KINGS",NY,112013838,8,ACTIVE,BUILDING,18590,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7403,"2","56-80 GREENWICH STREET"," ","NEW YORK-MANHATTAN","NEW YORK",NY,100062914,10,ACTIVE,STRUCTURE,0,7,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7410,"2","84 NORTH MAIN ST"," ","FREEPORT","NASSAU",NY,115202244,4,ACTIVE,BUILDING,12009,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7412,"2","1900 SENECA ST"," ","BUFFALO","ERIE",NY,142101839,26,ACTIVE,BUILDING,14277,83,LEASED,27-Sep-2007,Field Not In Use,Not Evaluated,Yes
NY7413,"2","54 STATE STREET"," ","ALBANY","ALBANY",NY,122071897,20,ACTIVE,BUILDING,3195,0,LEASED,16-Oct-2007,Field Not In Use,Not Evaluated,Yes
NY7415,"2","4050 W RIDGE RD"," ","ROCHESTER","MONROE",NY,146263528,25,ACTIVE,BUILDING,10372,0,LEASED,15-Jan-1982,Field Not In Use,Not Evaluated,Yes
NY7417,"2","ONE HSBC CENTEW"," ","BUFFALO","ERIE",NY,142032843,26,ACTIVE,STRUCTURE,0,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7419,"2","ROUTE 22"," ","PLATTSBURGH","CLINTON",NY,129030000,21,ACTIVE,BUILDING,17691,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7422,"2","14 DURKEE ST"," ","PLATTSBURGH","CLINTON",NY,129012911,21,ACTIVE,BUILDING,18092,50,LEASED,01-Jan-2008,Field Not In Use,Not Evaluated,Yes
NY7423,"2","I-87 CANADIAN BORDER"," ","CHAMPLAIN","CLINTON",NY,129194440,21,ACTIVE,LAND,0,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7424,"2","792 10TH AVENUE"," ","NEW YORK-MANHATTAN","NEW YORK",NY,100195077,10,ACTIVE,STRUCTURE,0,72,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7429,"2","375 SARATOGA RD"," ","SCHENECTADY","SCHENECTADY",NY,123025205,20,ACTIVE,BUILDING,2435,9,LEASED,01-Jan-1967,Field Not In Use,Not Evaluated,Yes
NY7433,"2","MOHAWK ST. EAST SIDE SOUTH ELMWOOD"," ","BUFFALO","ERIE",NY,142022695,26,ACTIVE,STRUCTURE,0,0,LEASED,06-Apr-1954,Field Not In Use,Not Evaluated,Will Conform
NY7434,"2","1847-1887 ROCKAWAY PARKWAY"," ","NEW YORK-KINGS","KINGS",NY,112365307,8,ACTIVE,BUILDING,11500,0,LEASED,29-Mar-1979,Field Not In Use,Not Evaluated,Yes
NY7439,"2","127 W STATE ST"," ","ITHACA","TOMPKINS",NY,148505427,23,ACTIVE,BUILDING,3430,7,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7440,"2","231 SALINA MEADOWS PARKWAY"," ","SYRACUSE","ONONDAGA",NY,132124559,24,ACTIVE,BUILDING,1746,4,LEASED,11-Aug-2008,Field Not In Use,Not Evaluated,Will Conform
NY7442,"2","350 MOTOR PARKWAY"," ","HAUPPAUGE","SUFFOLK",NY,117882900,1,ACTIVE,BUILDING,1600,1,LEASED,15-May-1974,Field Not In Use,Not Evaluated,Yes
NY7445,"2","2 COURT ST"," ","BINGHAMTON","BROOME",NY,139013105,22,ACTIVE,BUILDING,13865,10,LEASED,01-Jan-2010,Field Not In Use,Not Evaluated,Yes
NY7448,"2","535 WASHINGTON ST"," ","BUFFALO","ERIE",NY,142031427,26,ACTIVE,BUILDING,29279,114,LEASED,01-Jan-1912,Field Not In Use,Not Evaluated,Yes
NY7455,"2","113-08 ROCKAWAY Beach BLVD"," ","NEW YORK-QUEENS","QUEENS",NY,116949998,5,ACTIVE,BUILDING,7800,13,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7456,"2","332 MAIN ST"," ","POUGHKEEPSIE","DUTCHESS",NY,126013110,18,ACTIVE,BUILDING,13000,0,LEASED,16-Feb-2009,Field Not In Use,National Register Listed,Yes
NY7457,"2","755 WAVERLY AVE"," ","HOLTSVILLE","SUFFOLK",NY,117421190,1,ACTIVE,BUILDING,0,0,LEASED,01-Sep-2008,Field Not In Use,Not Evaluated,Will Conform
NY7458,"2","101 FORD STREET"," ","OGDENSBURG","ST LAWRENCE",NY,129011788,21,ACTIVE,BUILDING,6882,12,LEASED,18-May-1988,Field Not In Use,Not Evaluated,Yes
NY7459,"2","10 FOUNTAIN PLZ"," ","BUFFALO","ERIE",NY,142022228,26,ACTIVE,BUILDING,28166,6,LEASED,27-Jun-1983,Field Not In Use,Not Evaluated,Yes
NY7461,"2","820 Concourse Village West"," ","NEW YORK-BRONX","BRONX",NY,104513653,15,ACTIVE,BUILDING,28665,20,LEASED,0,Field Not In Use,Not Evaluated,No
NY7462,"2","224 HARRISON ST"," ","SYRACUSE","ONONDAGA",NY,132023009,24,ACTIVE,BUILDING,3789,2,LEASED,06-May-1960,Field Not In Use,Not Evaluated,Yes
NY7463,"2","1600 LEXINGTON AVE"," ","ROCHESTER","MONROE",NY,146063000,25,ACTIVE,BUILDING,4317,18,LEASED,01-Jun-2009,Field Not In Use,Not Evaluated,Yes
NY7471,"2","1 BROADWAY CTR"," ","SCHENECTADY","SCHENECTADY",NY,123052533,20,ACTIVE,BUILDING,12237,50,LEASED,15-Jan-2010,Field Not In Use,Not Evaluated,Yes
NY7472,"2","905 E MAIN ST"," ","RIVERHEAD","SUFFOLK",NY,119012613,1,ACTIVE,BUILDING,3698,0,LEASED,01-Dec-2008,Field Not In Use,Not Evaluated,Yes
NY7482,"2","2 COLUMBIA ST"," ","ALBANY","ALBANY",NY,122072725,20,ACTIVE,STRUCTURE,0,16,LEASED,15-Jan-1969,Field Not In Use,Not Evaluated,Yes
NY7483,"2","88-11 165 STREET"," ","NEW YORK-QUEENS","QUEENS",NY,114324142,5,ACTIVE,BUILDING,13185,33,LEASED,25-Jun-1975,Field Not In Use,Not Evaluated,Yes
NY7485,"2","90 CURTWRIGHT DR"," ","BUFFALO","ERIE",NY,142217072,26,ACTIVE,BUILDING,2940,14,LEASED,01-Jun-1983,Field Not In Use,Not Evaluated,Yes
NY7490,"2","620 ERIE BOULEVARD WEST"," ","SYRACUSE","ONONDAGA",NY,132042445,24,ACTIVE,BUILDING,2853,5,LEASED,05-Jun-1935,Field Not In Use,Not Evaluated,Yes
NY7492,"2","185 KING STREET"," ","NEW YORK-KINGS","KINGS",NY,112319998,7,ACTIVE,BUILDING,65209,0,LEASED,30-Apr-1955,Field Not In Use,Not Evaluated,Will Conform
NY7495,"2","167-16 147TH AVENUE"," ","NEW YORK-QUEENS","QUEENS",NY,114345212,5,ACTIVE,STRUCTURE,0,70,LEASED,10-Jul-1974,Field Not In Use,Not Evaluated,Yes
NY7496,"2","7715 New Utrecht Ave"," ","NEW YORK-KINGS","KINGS",NY,112140000,10,ACTIVE,BUILDING,14400,0,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
NY7498,"2","17FOURTH AVE"," ","OSWEGO","OSWEGO",NY,131260000,24,ACTIVE,BUILDING,6800,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7499,"2","111 GENESEE ST"," ","BUFFALO","ERIE",NY,142031575,26,ACTIVE,BUILDING,11033,7,LEASED,21-Jul-1895,Field Not In Use,Not Evaluated,Yes
NY7500,"2","200 DELAWARE AVE"," ","BUFFALO","ERIE",NY,142022150,26,ACTIVE,BUILDING,8173,16,LEASED,01-Aug-2010,Field Not In Use,Not Evaluated,Yes
NY7501,"2","999 STEWART AVENUE"," ","BETHPAGE","NASSAU",NY,117143551,3,ACTIVE,BUILDING,50078,20,LEASED,01-Jun-1964,Field Not In Use,Not Evaluated,Yes
NY7502,"2","1200 SCOTTSVILLE RD","Tower C","ROCHESTER","MONROE",NY,146245701,25,ACTIVE,BUILDING,21230,45,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7503,"2","365 Bridge St"," ","NEW YORK-KINGS","KINGS",NY,112013807,8,ACTIVE,BUILDING,11716,0,LEASED,0,Field Not In Use,National Register Eligible,Yes
NY7504,"2","250 S CLINTON ST"," ","SYRACUSE","ONONDAGA",NY,132021866,24,ACTIVE,BUILDING,10905,20,LEASED,18-Feb-1981,Field Not In Use,Not Evaluated,Yes
NY7505,"2","4551 STATE ROUTE 11 (E)"," ","MALONE","FRANKLIN",NY,129531827,21,ACTIVE,BUILDING,27859,79,LEASED,26-Jan-2011,Field Not In Use,Not Evaluated,Yes
NY7506,"2","123 Williams Street"," ","NEW YORK-MANHATTAN","NEW YORK",NY,10038,10,ACTIVE,BUILDING,31074,0,LEASED,01-Jan-1970,Field Not In Use,Evaluated - Not Historic,Yes
NY7507,"2","622 MAIN ST"," ","BUFFALO","ERIE",NY,142021906,26,ACTIVE,BUILDING,15109,95,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NY7509,"2","1250 WATERS PLACE"," ","NEW YORK-BRONX","BRONX",NY,104610000,14,ACTIVE,BUILDING,18234,58,LEASED,16-Jul-1983,Field Not In Use,Not Evaluated,Yes
NY7510,"2","2035 NIAGARA FALLS BLVD."," ","NIAGARA FALLS","NIAGARA",NY,143041617,27,ACTIVE,BUILDING,465,0,LEASED,01-Sep-2009,Field Not In Use,Not Evaluated,Yes
NY7511,"2","101 WORTH STREET"," ","NEW YORK-MANHATTAN","NEW YORK",NY,100134006,10,ACTIVE,STRUCTURE,0,6,LEASED,25-Apr-1984,Field Not In Use,Not Evaluated,Yes
NY7512,"2","121 READE STREET"," ","NEW YORK-MANHATTAN","NEW YORK",NY,100134017,10,ACTIVE,STRUCTURE,0,37,LEASED,01-Jan-1992,Field Not In Use,Not Evaluated,Yes
NY7513,"2","ONE METROTECH CENTER"," ","NEW YORK-KINGS","KINGS",NY,112013831,8,ACTIVE,STRUCTURE,0,69,LEASED,30-Aug-1988,Field Not In Use,Not Evaluated,Yes
NY7514,"2","507-513 WEST 26TH STREET"," ","NEW YORK-MANHATTAN","NEW YORK",NY,100015503,10,ACTIVE,STRUCTURE,0,70,LEASED,01-Aug-2010,Field Not In Use,Not Evaluated,Yes
NY7516,"2","31-10 37th Street"," ","NEW YORK-QUEENS","QUEENS",NY,111012112,12,ACTIVE,BUILDING,9177,5,LEASED,01-Jan-1954,Field Not In Use,Not Evaluated,Will Conform
NY7519,"2","3901 GENESEE ST"," ","BUFFALO","ERIE",NY,142251944,26,ACTIVE,BUILDING,9402,34,LEASED,01-May-1958,Field Not In Use,Not Evaluated,Yes
NY7520,"2","300 AIRBORNE PARKWAY"," ","CHEEKTOWAGA","ERIE",NY,142251482,26,ACTIVE,BUILDING,21659,16,LEASED,01-May-2009,Field Not In Use,Not Evaluated,Yes
NY7521,"2","257 CLARK STREET"," ","ENDICOTT","BROOME",NY,137600000,22,ACTIVE,BUILDING,3238,0,LEASED,30-Jun-1985,Field Not In Use,Not Evaluated,Yes
NY7528,"2","575 WASHINGTON STREET"," ","NEW YORK-MANHATTAN","NEW YORK",NY,100143629,10,ACTIVE,STRUCTURE,0,20,LEASED,07-Dec-1961,Field Not In Use,Not Evaluated,Yes
NY7529,"2","90-02 161 STREET"," ","NEW YORK-QUEENS","QUEENS",NY,114326108,5,ACTIVE,BUILDING,4350,5,LEASED,01-Jan-1929,Field Not In Use,Not Evaluated,Yes
NY7530,"2","220 East 161st Street"," ","NEW YORK-BRONX","BRONX",NY,104513531,15,ACTIVE,BUILDING,15103,2,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NY7531,"2","44 KELLY RD"," ","LATHAM","ALBANY",NY,121101552,20,ACTIVE,BUILDING,4632,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7532,"2","7 Southwoods Blvd"," ","ALBANY","ALBANY",NY,122110000,20,ACTIVE,BUILDING,4564,9,LEASED,01-Jan-2012,Field Not In Use,Evaluated - Not Historic,Will Conform
NY7534,"2","24 COMPUTER DRIVE WEST"," ","ALBANY","ALBANY",NY,122051612,20,ACTIVE,BUILDING,4156,14,LEASED,01-Feb-1981,Field Not In Use,Not Evaluated,Yes
NY7539,"2","201 West Third Street"," ","JAMESTOWN","CHAUTAUQUA",NY,14701,23,ACTIVE,BUILDING,3952,3,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7540,"2","1 W MARKET ST"," ","CORNING","STEUBEN",NY,148300000,23,ACTIVE,BUILDING,2570,6,LEASED,0,Field Not In Use,Not Evaluated,No
NY7541,"2","6500 SHERIDAN DR"," ","BUFFALO","ERIE",NY,142214845,26,ACTIVE,BUILDING,4253,7,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7543,"2","205 South Salina Street"," ","SYRACUSE","ONONDAGA",NY,13202,24,ACTIVE,BUILDING,5034,1,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NY7549,"2","4 HARROWGATE COMMONS"," ","MASSENA","ST LAWRENCE",NY,136622201,21,ACTIVE,BUILDING,10157,14,LEASED,05-Jan-2012,Field Not In Use,Not Evaluated,Yes
NY7550,"2","1055 Stewart Ave.","2nd Floor","BETHPAGE","NASSAU",NY,117149802,3,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7551,"2","5757 SNELLER RD"," ","BREWERTON","ONONDAGA",NY,130299701,24,ACTIVE,BUILDING,4000,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7552,"2","19-10 Hazen Street","Space "C"","NEW YORK-QUEENS","QUEENS",NY,11370,14,ACTIVE,BUILDING,6848,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7555,"2","347 Avenue of the Americas"," ","NEW WINDSOR","ORANGE",NY,12553, ,ACTIVE,BUILDING,21712,107,LEASED,01-Apr-2015,Field Not In Use,Not Evaluated,Will Conform
NY7557,"2","30 BROWN RD"," ","ITHACA","TOMPKINS",NY,148501248,23,ACTIVE,BUILDING,12718,60,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7558,"2","12 Corporate Woods Blvd"," ","ALBANY","ALBANY",NY,12211,20,ACTIVE,BUILDING,17972,2,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NY7559,"2","3345 CHAMBERS RD"," ","HORSEHEADS","CHEMUNG",NY,148451401,23,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7562,"2","15 CORNELL RD"," ","LATHAM","ALBANY",NY,121101490,20,ACTIVE,BUILDING,1740,12,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
NY7563,"2","2501 Grand Concourse"," ","NEW YORK-BRONX","BRONX",NY,104684650,13,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7564,"2","301 W 125th Street"," ","NEW YORK-MANHATTAN","NEW YORK",NY,100270000,13,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NY7565,"2","2 Grand Central Tower","140 E. 45th St.","NEW YORK-MANHATTAN","NEW YORK",NY,10017,12,ACTIVE,BUILDING,13291,0,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
NY7566,"2","306-310 Delaware Avenue"," ","BUFFALO","ERIE",NY,14202,26,ACTIVE,BUILDING,25184,4,LEASED,30-Apr-2015,Field Not In Use,Not Evaluated,Yes
NY7568,"2","15 GOVERNOR DR"," ","NEWBURGH","ORANGE",NY,125508337,18,ACTIVE,BUILDING,8579,45,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
NY7571,"2","245 MAIN ST"," ","WHITE PLAINS","WESTCHESTER",NY,106012411,17,ACTIVE,BUILDING,2411,1,LEASED,01-Jun-1983,Field Not In Use,Not Evaluated,Yes
NY7579,"2","171 SAW MILL RIVER RD S"," ","WHITE PLAINS","WESTCHESTER",NY,105321529,17,ACTIVE,BUILDING,0,0,LEASED,31-Dec-2015,Field Not In Use,Evaluated - Not Historic,Will Conform
NY7580,"2","1111 MARCUS AVE"," ","NEW HYDE PARK","NASSAU",NY,110421221,3,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NY7581,"2","4941 Broadway"," ","NEW YORK-MANHATTAN","NEW YORK",NY,100344941, ,ACTIVE,BUILDING,0,0,LEASED,31-Dec-2014,Field Not In Use,Evaluated - Not Historic,Will Conform
NY7582,"2","68-60 Austin Street"," ","NEW YORK-QUEENS","QUEENS",NY,113750000, ,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
NY9999,"2","FOR GOVENORS ISLAND"," ","NEW YORK-MANHATTAN","NEW YORK",NY,100780000,17,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
PR0003,"2","BUILDING 300 CALLE DEL RECINTO SUR","OLD SAN JUAN","SAN JUAN","PUERTO RICO",PR,009019998,98,ACTIVE,BUILDING,57586,8,OWNED,01-Jan-1914,Field Not In Use,National Register Listed,Will Conform
PR0017,"2","150 CARLOS E CHARDON STREET"," ","HATO REY","PUERTO RICO",PR,009181703,98,ACTIVE,BUILDING,272209,896,OWNED,01-Jan-1974,Field Not In Use,Not Evaluated,Will Conform
PR0023,"2","150 CARLOS E. CHARDON STREET"," ","HATO REY","PUERTO RICO",PR,009180000,98,ACTIVE,BUILDING,14348,0,OWNED,01-Jan-2001,Field Not In Use,Not Evaluated,Will Conform
PR0024,"2","150 CARLOS CHARDON"," ","HATO REY","PUERTO RICO",PR,009180000,98,ACTIVE,STRUCTURE,0,525,OWNED,01-May-2009,Field Not In Use,Not Evaluated,Yes
PR0521,"2","INSULAR RD 28"," ","GUAYNABO","PUERTO RICO",PR,009340000,98,ACTIVE,BUILDING,79164,504,OWNED,01-Jan-1941,Field Not In Use,Not Evaluated,Will Conform
PR0522,"2","INSULAR RD FT BUCHANON"," ","GUAYNABO","PUERTO RICO",PR,009340000,98,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1941,Field Not In Use,Evaluated - Not Historic,Will Conform
PR3864,"2","59 CALLE MARTINEZ"," ","MAYAGUEZ","PUERTO RICO",PR,006801552,98,ACTIVE,BUILDING,298,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
PR3880,"2","GARRIDO MORALES NUM 102"," ","FAJARDO","PUERTO RICO",PR,007389998,98,ACTIVE,BUILDING,5460,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
PR3882,"2","Road 459,La Montana Industrial Park,A Street"," ","AGUADILLA","PUERTO RICO",PR,00605,98,ACTIVE,BUILDING,11402,20,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
PR3889,"2","PR RD # 908 KM 0.4"," ","HUMACAO","PUERTO RICO",PR,007919910,98,ACTIVE,BUILDING,6820,21,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
PR3895,"2","1510 ROOSEVELT AVE."," ","GUAYNABO","PUERTO RICO",PR,009200000,98,ACTIVE,BUILDING,6363,18,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
PR3897,"2","1492 PONCE DE LEON AVE."," ","SANTURCE","PUERTO RICO",PR,009074124,98,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
PR3898,"2","RR ROAD# 167 KM 21.7"," ","BAYAMON","PUERTO RICO",PR,009616345,98,ACTIVE,BUILDING,8800,35,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
PR3904,"2","PR ROAD 2,KM. 157.3"," ","MAYAGUEZ","PUERTO RICO",PR,006801552,98,ACTIVE,BUILDING,4130,6,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
PR3906,"2","CALLE GARCIA DE LA NOCEDA"," ","RIO GRANDE","PUERTO RICO",PR,007430000,98,ACTIVE,BUILDING,2813,13,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3916,"2","654 MUNOZ RIVERA AVE."," ","HATO REY","PUERTO RICO",PR,009184123,98,ACTIVE,BUILDING,36338,96,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3925,"2","ROAD #165,KM 2.4","INTERNATIONAL TRADE CENTER","GUAYNABO","PUERTO RICO",PR,009190000,98,ACTIVE,BUILDING,21600,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
PR3927,"2","PUNTA DEL OESTE SHOPPING CENTER","950 ROAD #2 STE 101","SAN GERMAN","PUERTO RICO",PR,006834437,98,ACTIVE,BUILDING,2605,5,LEASED,01-Oct-1974,Field Not In Use,Not Evaluated,Yes
PR3928,"2","525 F.D. ROOSEVELT AVE."," ","HATO REY","PUERTO RICO",PR,009188001,98,ACTIVE,BUILDING,38582,30,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
PR3930,"2","7 TABONUCO STREET","0","GUAYNABO","PUERTO RICO",PR,009683002,98,ACTIVE,BUILDING,130184,355,LEASED,01-Nov-1999,Field Not In Use,Not Evaluated,Yes
PR3933,"2","MUNIZ BASE AIRPORT"," ","CAROLINA","PUERTO RICO",PR,009362829,98,ACTIVE,BUILDING,10212,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
PR3935,"2","INTERSECTION OF PR #3 AND PR #8"," ","CAROLINA","PUERTO RICO",PR,009840000,98,ACTIVE,BUILDING,9330,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3937,"2","ST. RD. 2,KM. 81.0"," ","ARECIBO","PUERTO RICO",PR,006129998,98,ACTIVE,BUILDING,4243,2,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
PR3946,"2","500 TANCA STREET","OLD SAN JUAN","SAN JUAN","PUERTO RICO",PR,009023752,98,ACTIVE,BUILDING,6521,2,LEASED,01-Jan-1890,Field Not In Use,Not Evaluated,Yes
