Location Code,Region Code,Bldg Address1,Bldg Address2,Bldg City,Bldg County,Bldg State,Bldg Zip,Congressional District,Bldg Status,Property Type,Bldg ANSI Usable,Total Parking Spaces,Owned/Leased,Construction Date,Historical Type,Historical Status,ABA Accessibility Flag 
PR3947,"2","800 PONCE DE LEON","MIRAMAR,SJ,PR","SAN JUAN","PUERTO RICO",PR,009360001,98,ACTIVE,BUILDING,65819,272,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3953,"2","350 CHARDON AVENUE"," ","SAN JUAN","PUERTO RICO",PR,009180000,98,ACTIVE,BUILDING,90983,315,LEASED,12-Feb-1982,Field Not In Use,Not Evaluated,Yes
PR3955,"2","2188 STATE ROAD #2 PONCE BY PASS","PONCE P.R 00730","PONCE","PUERTO RICO",PR,007309997,98,ACTIVE,BUILDING,8601,35,LEASED,0,Field Not In Use,Not Evaluated,No
PR3956,"2","CARRETERA 129"," ","ARECIBO","PUERTO RICO",PR,006129998,98,ACTIVE,BUILDING,8200,45,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3963,"2","351 HOSTOS AVENUE"," ","MAYAGUEZ","PUERTO RICO",PR,006801507,98,ACTIVE,BUILDING,5829,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3965,"2","118 PASEO LA PUNTILLA"," ","SAN JUAN","PUERTO RICO",PR,009011804,98,ACTIVE,STRUCTURE,0,63,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3969,"2","GROUND FLOOR,BLDG. #2","PROGRESO STREET,STOP 20","SANTURCE","PUERTO RICO",PR,009075348,98,ACTIVE,BUILDING,5920,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3971,"2","STATE ROAD #838,KM. 6.3","MONACILLOS WARD","SAN JUAN","PUERTO RICO",PR,009189997,98,ACTIVE,BUILDING,9597,26,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3972,"2","AVE ALBISUS CAMPO","BO. MACHETE","GUAYAMA","PUERTO RICO",PR,009365028,98,ACTIVE,BUILDING,6033,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3978,"2","STATE ROAD #111,K.M. 1.7"," ","UTUADO","PUERTO RICO",PR,006419998,98,ACTIVE,BUILDING,5000,20,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3980,"2","CARR. #200,KM 0.04","URBAN INDUSTRIAL BELEN CASTANO","VIEQUES","PUERTO RICO",PR,007650275,98,ACTIVE,BUILDING,600,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3981,"2","LUIS MUNOZ MARIN INTL AIRPORT"," ","SAN JUAN","PUERTO RICO",PR,009362829,98,ACTIVE,BUILDING,17454,240,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3982,"2","5000 PEDRO ALBIZU CAMPOS AVENUE"," ","AGUADILLA","PUERTO RICO",PR,006035850,98,ACTIVE,BUILDING,8601,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3984,"2","241 AVE FD ROOSEVELT"," ","HATO REY","PUERTO RICO",PR,009182441,98,ACTIVE,BUILDING,10209,11,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3986,"2","RAFAEL HERNANDEZ INT'L AIRPORT"," ","AGUADILLA","PUERTO RICO",PR,009539998,98,ACTIVE,BUILDING,1485,9,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3989,"2","235 FEDERICO COSTAS ST."," ","HATO REY","PUERTO RICO",PR,009181342,98,ACTIVE,BUILDING,33066,117,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3991,"2","606 TITO CASTRO AVE."," ","PONCE","PUERTO RICO",PR,007160218,98,ACTIVE,BUILDING,5179,25,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3994,"2","STATE ROAD #2 KM 137.5"," ","AGUADA","PUERTO RICO",PR,006029998,98,ACTIVE,BUILDING,2797,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3995,"2","PLAYA PONCE"," ","PONCE","PUERTO RICO",PR,00716,98,ACTIVE,BUILDING,9800,35,LEASED,0,Field Not In Use,Not Evaluated,No
PR3996,"2","606 TITO CASTRO AVENUE","SUITE 235","PONCE","PUERTO RICO",PR,007160210,98,ACTIVE,BUILDING,4778,16,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3997,"2","GARRIDO MORALES NUM 102","1ST STRET,CORNER OF 2ND ST","FAJARDO","PUERTO RICO",PR,007389998,98,ACTIVE,BUILDING,13489,74,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR3998,"2","#15 SECOND STREET","METRO OFFICE PARK","GUAYNABO","PUERTO RICO",PR,009681739,98,ACTIVE,BUILDING,76094,343,LEASED,01-Jan-1990,Field Not In Use,Not Evaluated,Yes
PR3999,"2","273 PONCE DE LEON AVE."," ","HATO REY","PUERTO RICO",PR,009170000,98,ACTIVE,BUILDING,26035,42,LEASED,01-Oct-1974,Field Not In Use,Not Evaluated,Yes
PR4000,"2","ST. RD. #2,KIM. 157.0,HOSTOS AVEN"," ","MAYAGUEZ","PUERTO RICO",PR,007080000,98,ACTIVE,BUILDING,8770,50,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
PR4001,"2","STATE ROAD 165"," ","GUAYNABO","PUERTO RICO",PR,009682618,98,ACTIVE,BUILDING,102192,137,LEASED,08-Jun-1971,Field Not In Use,Not Evaluated,Yes
PR4004,"2","1995 STATE ROAD # 2"," ","BAYAMON","PUERTO RICO",PR,009590000,98,ACTIVE,BUILDING,8427,20,LEASED,26-Jan-2007,Field Not In Use,Not Evaluated,Yes
PR4005,"2","CARR #2 EXPRESO A CIALES"," ","MANATI","PUERTO RICO",PR,009360372,98,ACTIVE,BUILDING,7200,14,LEASED,30-Jan-1989,Field Not In Use,Not Evaluated,Yes
PR4006,"2","# 50 STATE ROAD PR-165"," ","GUAYNABO","PUERTO RICO",PR,009688024,98,ACTIVE,BUILDING,59196,234,LEASED,01-Jan-2002,Field Not In Use,Not Evaluated,Yes
PR4007,"2","4598 ARCADIO ESTRADAAVE.,SUITE 6"," ","SAN SEBASTIAN","PUERTO RICO",PR,006853289,98,ACTIVE,BUILDING,1630,25,LEASED,03-Aug-2007,Field Not In Use,Not Evaluated,Yes
PR4008,"2","K5 EBANO STREET"," ","GUAYNABO","PUERTO RICO",PR,009662629,98,ACTIVE,BUILDING,8030,30,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Yes
PR4009,"2","30 PADIAL STREET"," ","CAGUAS","PUERTO RICO",PR,007253597,98,ACTIVE,BUILDING,16576,12,LEASED,01-Jan-2004,Field Not In Use,Not Evaluated,Yes
PR4010,"2","880 Ave. Tito Castro"," ","PONCE","PUERTO RICO",PR,007164734,98,ACTIVE,BUILDING,23446,52,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR4021,"2","637 SOUTH SANTA TERESA AVENUE"," ","MAYAGUEZ","PUERTO RICO",PR,006820000,98,ACTIVE,BUILDING,2468,24,LEASED,01-Jul-1997,Field Not In Use,Not Evaluated,Yes
PR4022,"2","Road#1,KM 25.5 Quebrada Arenas Ward","Main Building at San Juan Industrial Park","SAN JUAN","PUERTO RICO",PR,009260000,98,ACTIVE,BUILDING,84295,100,LEASED,01-Jan-2007,Field Not In Use,Evaluated - Not Historic,Yes
PR4028,"2","BLVD AVE NICANOR VASQUEZ","RAMAL #3 HUMACAO","HUMACAO","PUERTO RICO",PR,00791,98,ACTIVE,BUILDING,7446,45,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
PR4030,"2","AVE. DE DIEGO,PARADA 22"," ","SANTURCE","PUERTO RICO",PR,009401049,98,ACTIVE,BUILDING,7088,30,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
PR4036,"2","Carr. # 129 KM 21.9,Bo. Callejones"," ","LARES","PUERTO RICO",PR,006690000,98,ACTIVE,BUILDING,2700,19,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
PR4037,"2","33 Padre Berrios St."," ","BARRANQUITAS","PUERTO RICO",PR,00794,98,ACTIVE,BUILDING,2169,19,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
PR4044,"2","State Road 165,Street 1","Rexco Industrial Park,Annex 1,Suite 006","GUAYNABO","PUERTO RICO",PR,00968, ,ACTIVE,BUILDING,0,0,LEASED,01-Jan-1980,Field Not In Use,Non-Contributing Element,Yes
PR4045,"2","Carr #2,KM 156.5,Suite A"," ","MAYAGUEZ","PUERTO RICO",PR,006801507, ,ACTIVE,BUILDING,0,0,LEASED,12-Jul-2011,Field Not In Use,Not Evaluated,Yes
PR4047,"2","35 AVE HIRAM D CABASSA","No. 1,Bo. Sabalos","MAYAGUEZ","PUERTO RICO",PR,006800000, ,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
PR4048,"2","State Road #3,KM 42.4","Bo. Quebrada Ward","FAJARDO","PUERTO RICO",PR,007380003, ,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
PR4049,"2","250 Munoz Rivera Avenue","American International Plaza","HATO REY","PUERTO RICO",PR,009181819, ,ACTIVE,BUILDING,0,0,LEASED,10-Dec-1991,Field Not In Use,Not Evaluated,Will Conform
VI0007,"2","5500 VETERANS DRIVE"," ","CHARLOTTE AMALIE","VIRGIN ISLANDS",VI,008026424,1,ACTIVE,BUILDING,61005,89,OWNED,01-Jan-1977,Field Not In Use,Not Evaluated,Will Conform
VI0008,"2","3013 ESTATE GOLDEN ROCK"," ","ST CROIX","VIRGIN ISLANDS",VI,008204226,1,ACTIVE,BUILDING,46715,102,OWNED,01-Jan-1992,Field Not In Use,Not Evaluated,Will Conform
VI0009,"2","NO. 80 KRONPRINDENS GADE"," ","ST THOMAS","VIRGIN ISLANDS",VI,008020001,1,ACTIVE,BUILDING,1424,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VI3785,"2","STRAND AND KING CROSS"," ","CHRISTIANSTED","VIRGIN ISLANDS",VI,008209998,1,ACTIVE,BUILDING,2130,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VI3795,"2","56 KING STREET"," ","CHRISTIANSTED","VIRGIN ISLANDS",VI,008204901,1,ACTIVE,BUILDING,8300,14,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VI3821,"2","56 KING STREET"," ","CHRISTIANSTED","VIRGIN ISLANDS",VI,008209998,1,ACTIVE,BUILDING,8406,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VI3862,"2","8000 NISKY CENTER,SUITE 14"," ","ST THOMAS","VIRGIN ISLANDS",VI,008029994,1,ACTIVE,BUILDING,21094,22,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VI3902,"2","KONGENS GADE"," ","ST THOMAS","VIRGIN ISLANDS",VI,008019998,1,ACTIVE,BUILDING,3044,7,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VI3930,"2","80 KRONPRINDSENS GADE"," ","CHARLOTTE AMALIE","VIRGIN ISLANDS",VI,008020000,1,ACTIVE,BUILDING,1590,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
VI3974,"2","1336 BELTJEN ROAD"," ","CHARLOTTE AMALIE","VIRGIN ISLANDS",VI,008024701,1,ACTIVE,BUILDING,1094,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
VI3977,"2","HENRY E. ROHLSEN AIRPORT","MAIN TERMINAL BLDG AIRPORT RD","ST CROIX","VIRGIN ISLANDS",VI,008211134,1,ACTIVE,BUILDING,2993,40,LEASED,0,Field Not In Use,Not Evaluated,Yes
VI3982,"2","CYRIL E. KING AIRPORT"," ","ST THOMAS","VIRGIN ISLANDS",VI,008031707,1,ACTIVE,BUILDING,4290,60,LEASED,0,Field Not In Use,Not Evaluated,Yes
VI3987,"2","Plots 24 and 25 Estate Golden Rock","Company Quarter","ST CROIX","VIRGIN ISLANDS",VI,00824,1,ACTIVE,BUILDING,4800,10,LEASED,0,Field Not In Use,Not Evaluated,Yes
VI4023,"2","54 CASTLE COAKLEY"," ","CHRISTIANSTED","VIRGIN ISLANDS",VI,008235853,1,ACTIVE,BUILDING,3860,15,LEASED,15-Jun-2010,Field Not In Use,Not Evaluated,Yes
VI4035,"2","Royal Palm Professional Building","62-3 Estate Thomas St.","ST THOMAS","VIRGIN ISLANDS",VI,00804,1,ACTIVE,BUILDING,4968,10,LEASED,20-Dec-2014,Field Not In Use,Evaluated - Not Historic,Will Conform
DC4200,"3","1227 25TH ST NW"," ","WASHINGTON","DISTRICT OF COLUMBIA",DC,200371156,98,ACTIVE,BUILDING,0,0,LEASED,31-Mar-1988,Field Not In Use,Not Evaluated,Yes
DC4201,"3","500 E ST SW"," ","WASHINGTON","DISTRICT OF COLUMBIA",DC,200242760,98,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
DC4202,"3","409 3RD ST SW"," ","WASHINGTON","DISTRICT OF COLUMBIA",DC,200243212,98,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
DC4203,"3","400 VIRGINIA AVE SW"," ","WASHINGTON","DISTRICT OF COLUMBIA",DC,200242730,98,ACTIVE,BUILDING,13976,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
DC4204,"3","1905 9TH ST NE"," ","WASHINGTON","DISTRICT OF COLUMBIA",DC,200181005,98,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
DC4205,"3","2401 MLK JR AVE,SE"," ","WASHINGTON","DISTRICT OF COLUMBIA",DC,200207024, ,ACTIVE,BUILDING,10800,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
DC4206,"3","2100 M ST NW"," ","WASHINGTON","DISTRICT OF COLUMBIA",DC,200371207,98,ACTIVE,BUILDING,15630,0,LEASED,01-Jan-1969,Field Not In Use,Not Evaluated,Will Conform
DE0016,"3","844 N KING ST"," ","WILMINGTON","NEW CASTLE",DE,198013519,0,ACTIVE,BUILDING,130166,20,OWNED,01-Jan-1973,Field Not In Use,Not Evaluated,Yes
DE0027,"3","920 N KING ST"," ","WILMINGTON","NEW CASTLE",DE,198013361,0,ACTIVE,BUILDING,5316,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
DE0031,"3","824 N MARKET ST"," ","WILMINGTON","NEW CASTLE",DE,198013024,0,ACTIVE,BUILDING,68614,10,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
DE0037,"3","1289 MCDANIEL DRIVE"," ","DOVER","KENT",DE,199014935,0,ACTIVE,BUILDING,4977,10,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
DE0042,"3","23 SOUTHGATE BLVD"," ","NEW CASTLE","NEW CASTLE",DE,197208402,0,ACTIVE,BUILDING,9120,20,LEASED,0,Field Not In Use,Not Evaluated,Yes
DE0043,"3","908C NEW CHURCHMAN'S ROAD EXT."," ","NEW CASTLE","NEW CASTLE",DE,197203109,0,ACTIVE,BUILDING,6744,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
DE0046,"3","919 N MARKET ST"," ","WILMINGTON","NEW CASTLE",DE,198013023,0,ACTIVE,BUILDING,3600,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
DE0047,"3","1012 COLLEGE ROAD"," ","DOVER","KENT",DE,199046509,0,ACTIVE,BUILDING,3750,18,LEASED,0,Field Not In Use,Not Evaluated,Yes
DE0048,"3","500 W LOOCKERMAN ST"," ","DOVER","KENT",DE,199043254,0,ACTIVE,BUILDING,22126,90,LEASED,0,Field Not In Use,Not Evaluated,Yes
DE0049,"3","1007 N ORANGE ST"," ","WILMINGTON","NEW CASTLE",DE,198011239,0,ACTIVE,BUILDING,37749,30,LEASED,0,Field Not In Use,Not Evaluated,Yes
DE0050,"3","920 BASIN ROAD"," ","NEW CASTLE","NEW CASTLE",DE,197201010,0,ACTIVE,BUILDING,27000,150,LEASED,0,Field Not In Use,Not Evaluated,Yes
DE0051,"3","21309 BERLIN ROAD,UNIT 13"," ","GEORGETOWN","SUSSEX",DE,199473185,0,ACTIVE,BUILDING,3235,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
DE0052,"3","1352 MARROWS RD"," ","NEWARK","NEW CASTLE",DE,197115475,0,ACTIVE,BUILDING,21126,13,LEASED,0,Field Not In Use,Not Evaluated,Yes
DE0053,"3","151 NORTH DUPONT HIGHWAY"," ","NEW CASTLE","NEW CASTLE",DE,197203127,0,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
DE0054,"3","1105 N MARKET ST"," ","WILMINGTON","NEW CASTLE",DE,198011216,0,ACTIVE,BUILDING,5746,10,LEASED,01-Nov-1996,Field Not In Use,Not Evaluated,Yes
DE0056,"3","500 DELAWARE AVE"," ","WILMINGTON","NEW CASTLE",DE,198011490,0,ACTIVE,BUILDING,16738,45,LEASED,01-May-2006,Field Not In Use,Not Evaluated,Yes
DE0057,"3","21 SICO ROAD"," ","WILMINGTON","NEW CASTLE",DE,198015852,0,ACTIVE,BUILDING,1480,0,LEASED,15-Aug-1999,Field Not In Use,Not Evaluated,Yes
DE0060,"3","17 S.ROCKLAND FALLS ROAD"," ","ROCKLAND","NEW CASTLE",DE,197322911,0,ACTIVE,BUILDING,3000,0,LEASED,01-Jun-2000,Field Not In Use,Not Evaluated,Yes
DE0063,"3","800 N KING ST"," ","WILMINGTON","NEW CASTLE",DE,198013550,0,ACTIVE,BUILDING,10701,0,LEASED,01-Jul-1972,Field Not In Use,Not Evaluated,Yes
DE0064,"3","400 FOULK RD"," ","WILMINGTON","NEW CASTLE",DE,198033804,0,ACTIVE,BUILDING,1400,0,LEASED,13-Aug-1988,Field Not In Use,Not Evaluated,Yes
DE0066,"3","611 S DUPONT HWY"," ","DOVER","KENT",DE,199014507,0,ACTIVE,BUILDING,5459,0,LEASED,01-Jan-2004,Field Not In Use,Not Evaluated,Yes
DE0067,"3","1201 COLLEGE PARK DR"," ","DOVER","KENT",DE,199048703,0,ACTIVE,BUILDING,3780,0,LEASED,05-Jan-1995,Field Not In Use,Not Evaluated,Yes
DE0068,"3","1203 COLLEGE PARK DR"," ","DOVER","KENT",DE,199048703,0,ACTIVE,BUILDING,2714,0,LEASED,02-Jan-1992,Field Not In Use,Not Evaluated,Yes
DE0069,"3","1218 FORREST AVE"," ","DOVER","KENT",DE,199043311,0,ACTIVE,BUILDING,2850,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
DE0070,"3","70 Sarah Circle,Suite F"," ","CAMDEN","KENT",DE,199342201,0,ACTIVE,BUILDING,2338,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
DE0071,"3","210 BEISER BLVD"," ","DOVER","KENT",DE,199047790,0,ACTIVE,BUILDING,9056,14,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
DE0072,"3","12001 Old Vine Boulevard"," ","LEWES","SUSSEX",DE,199581688,0,ACTIVE,BUILDING,5122,0,LEASED,0,None,Evaluated - Not Historic,Will Conform
DE0073,"3","913 BARLEY DR"," ","WILMINGTON","NEW CASTLE",DE,198072531,0,ACTIVE,BUILDING,4200,0,LEASED,0,Field Not In Use,Not Evaluated,No
DE0074,"3","1221 College Park Drive"," ","DOVER","KENT",DE,19904, ,ACTIVE,BUILDING,25717,9,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
MD0003,"3","103 S GAY ST"," ","BALTIMORE","BALTIMORE - CITY",MD,212027500,7,EXCESS,BUILDING,81940,0,OWNED,01-Jan-1934,Field Not In Use,National Register Listed,Will Conform
MD0006,"3","40 S GAY ST"," ","BALTIMORE","BALTIMORE - CITY",MD,212024022,7,ACTIVE,BUILDING,84679,121,OWNED,01-Jan-1907,Field Not In Use,National Register Listed,Will Conform
MD0033,"3","129 E MAIN ST"," ","SALISBURY","WICOMICO",MD,218014920,1,ACTIVE,BUILDING,15677,6,OWNED,01-Jan-1925,Field Not In Use,National Register Eligible,No
MD0055,"3","31 HOPKINS PLZ"," ","BALTIMORE","BALTIMORE - CITY",MD,212012825,7,ACTIVE,BUILDING,423480,285,OWNED,01-Jan-1967,Field Not In Use,Not Evaluated,Yes
MD0068,"3","300 N GREENE ST"," ","BALTIMORE","BALTIMORE - CITY",MD,212011581,7,EXCESS,BUILDING,829410,518,OWNED,02-Jan-1980,Field Not In Use,Not Evaluated,Yes
MD0188,"3","6401 SECURITY BLVD"," ","WOODLAWN","BALTIMORE",MD,212075176,7,ACTIVE,BUILDING,42052,0,OWNED,01-Jan-1979,Field Not In Use,Evaluated - Not Historic,Will Conform
MD0372,"3","410 SEVERN AVE"," ","ANNAPOLIS","ANNE ARUNDEL",MD,214032524,3,ACTIVE,BUILDING,29511,10,LEASED,11-Apr-1970,Field Not In Use,Not Evaluated,Will Conform
MD0376,"3","7509 CONNELLEY DR"," ","HANOVER","ANNE ARUNDEL",MD,210761672,3,ACTIVE,BUILDING,4500,12,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0388,"3","339 BUSCHS FRONTAGE RD"," ","ANNAPOLIS","ANNE ARUNDEL",MD,214095543,3,ACTIVE,BUILDING,15837,15,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0394,"3","1520 CATON CENTER DRIVE"," ","CATONSVILLE","BALTIMORE",MD,212271554,3,ACTIVE,BUILDING,15500,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0395,"3","100 S CHARLES ST"," ","BALTIMORE","BALTIMORE - CITY",MD,212012725,7,ACTIVE,BUILDING,39504,17,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0404,"3","190 ADMIRAL COCHRANE DR"," ","ANNAPOLIS","ANNE ARUNDEL",MD,214017365,4,ACTIVE,BUILDING,8799,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0407,"3","200 SAINT PAUL ST"," ","BALTIMORE","BALTIMORE - CITY",MD,212022004,7,ACTIVE,BUILDING,31902,129,LEASED,0,Field Not In Use,Not Evaluated,Yes
MD0415,"3","7500 SECURITY BOULEVARD"," ","WOODLAWN","BALTIMORE",MD,212441849,7,ACTIVE,BUILDING,277693,1894,OWNED,31-Aug-1995,Field Not In Use,Not Evaluated,Yes
MD0417,"3","7000 SECURITY BLVD"," ","WOODLAWN","BALTIMORE",MD,212442561,7,ACTIVE,BUILDING,1936,3,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0421,"3","10 S HOWARD ST"," ","BALTIMORE","BALTIMORE - CITY",MD,212012526,7,ACTIVE,BUILDING,266574,89,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0426,"3","823 N HAMMONDS FERRY RD"," ","LINTHICUM HEIGHTS","ANNE ARUNDEL",MD,210901328,2,ACTIVE,BUILDING,32743,14,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0427,"3","250 W PRATT ST"," ","BALTIMORE","BALTIMORE - CITY",MD,212012423,7,ACTIVE,BUILDING,41106,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0428,"3","100 S CHARLES ST","TOWER 1","BALTIMORE","BALTIMORE - CITY",MD,212012725,7,ACTIVE,BUILDING,19800,43,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0431,"3","2114 WINDSOR DR"," ","SALISBURY","WICOMICO",MD,218017867,1,ACTIVE,BUILDING,1890,4,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0436,"3","1003 WEST 7TH STREET"," ","FREDERICK","FREDERICK",MD,217014106,6,ACTIVE,BUILDING,1450,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0439,"3","300 W PRATT ST"," ","BALTIMORE","BALTIMORE - CITY",MD,212016504,7,ACTIVE,BUILDING,2700,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0440,"3","1260 MARYLAND AVE"," ","HAGERSTOWN","WASHINGTON",MD,217407204,6,ACTIVE,BUILDING,2251,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0441,"3","8610 WASHINGTON BLVD"," ","JESSUP","ANNE ARUNDEL",MD,207949499,2,ACTIVE,BUILDING,1055,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0444,"3","707 E. ORDNANCE ROAD"," ","BALTIMORE","BALTIMORE - CITY",MD,212261767,2,ACTIVE,BUILDING,46915,10,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0454,"3","7500 SECURITY BLVD."," ","WOODLAWN","BALTIMORE",MD,212441849,7,ACTIVE,BUILDING,170986,338,OWNED,31-Aug-1995,Field Not In Use,Not Evaluated,Yes
MD0455,"3","7500 SECURITY BLVD."," ","WOODLAWN","BALTIMORE",MD,212441849,7,ACTIVE,BUILDING,61169,0,OWNED,31-Aug-1995,Field Not In Use,Not Evaluated,Yes
MD0456,"3","7500 SECURITY BLVD."," ","WOODLAWN","BALTIMORE",MD,212441849,7,ACTIVE,BUILDING,168050,729,OWNED,31-Aug-1995,Field Not In Use,Not Evaluated,Yes
MD0458,"3","2200 BROENING HWY"," ","BALTIMORE","BALTIMORE - CITY",MD,212246623,2,ACTIVE,BUILDING,4838,4,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0464,"3","939 ELKRIDGE LANDING RD"," ","LINTHICUM HEIGHTS","ANNE ARUNDEL",MD,210902918,3,ACTIVE,BUILDING,24083,55,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0465,"3","212 W MAIN ST"," ","SALISBURY","WICOMICO",MD,218015006,1,ACTIVE,BUILDING,800,4,LEASED,19-Aug-1972,Field Not In Use,National Register Eligible,Will Conform
MD0468,"3","10025 GOVERNOR WARFIELD PKY"," ","COLUMBIA","HOWARD",MD,210443340,7,ACTIVE,BUILDING,12342,4,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0469,"3","515 E JOPPA RD"," ","TOWSON","BALTIMORE",MD,212865418,2,ACTIVE,BUILDING,1155,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0473,"3","106 COMMERCE ST"," ","FREDERICK","FREDERICK",MD,217016146,6,ACTIVE,BUILDING,17024,30,LEASED,12-Sep-1920,Field Not In Use,National Register Listed,Will Conform
MD0477,"3","119 NAYLOR MILL RD"," ","SALISBURY","WICOMICO",MD,218011193,1,ACTIVE,BUILDING,10900,6,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0480,"3","5 PARK CENTER COURT SUITE 100"," ","OWINGS MILLS","BALTIMORE",MD,211174203,3,ACTIVE,BUILDING,7938,0,LEASED,15-Aug-1996,Field Not In Use,Not Evaluated,Will Conform
MD0481,"3","3431 BENSON AVENUE","SUITE C","BALTIMORE","BALTIMORE - CITY",MD,212271002,3,ACTIVE,BUILDING,7827,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MD0487,"3","201 THOMAS JOHNSON DR"," ","FREDERICK","FREDERICK",MD,217025166,6,ACTIVE,BUILDING,3300,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0488,"3","8865 STANFORD BLVD"," ","COLUMBIA","HOWARD",MD,210455420,3,ACTIVE,BUILDING,6005,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0489,"3","217 E REDWOOD ST"," ","BALTIMORE","BALTIMORE - CITY",MD,212023316,7,ACTIVE,BUILDING,51551,12,LEASED,0,Field Not In Use,Non-Contributing Element,Yes
MD0502,"3","828 AIRPAX RD"," ","CAMBRIDGE","DORCHESTER",MD,216136401,1,ACTIVE,BUILDING,7860,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
MD0505,"3","3435 BOX HILL CORPORATE CENTER DR"," ","ABINGDON","HARFORD",MD,210091204,2,ACTIVE,BUILDING,6973,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
